加:期初现金及现金等价物余额,944505974.70,944505974.70,944505974.70,335625539.75,335625539.75,335625539.75,0,821888651.92,821888651.92,0,725255006.38,2037786547.20,121687460.67,61595356.24,22973023.01,4727281.99,0,
六、期末现金及现金等价物余额,498764073.40,901974024.56,798721283.99,944505974.70,270528676.22,219774534.59,0,335625539.75,489892305.24,0,821888651.92,725255006.38,129710242.79,121687460.67,61595356.24,22973023.01,0,
净利润,0,12113926.53,0,376376638.85,0,196485100.00,0,455079325.96,0,0,400011148.21,310626653.48,56237600.00,81659500.00,55251700.00,31361900.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,2917287.83,0,-364964.17,0,8183700.00,0,427051.37,0,0,11435040.60,7045957.45,643500.00,-294000.00,1866900.00,449000.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,35115648.02,0,78368076.27,0,28811200.00,0,46499663.64,0,0,36157541.59,25336555.82,4541000.00,8355500.00,7054300.00,5021300.00,0,
无形资产摊销,0,26234436.54,0,31542537.78,0,22268100.00,0,29712685.02,0,0,24570187.69,4453570.82,1071500.00,1487000.00,1060400.00,1053800.00,0,
长期待摊费用摊销,0,1024592.30,0,5514935.70,0,3654600.00,0,7402214.39,0,0,7013199.16,6017078.45,1308200.00,2829500.00,2440700.00,872400.00,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,609159.86,0,-248423.79,0,-46600.00,0,1259172.17,0,0,1069572.51,122323.51,0,0,4900.00,400300.00,0,
固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,-60382658.74,0,-64183663.21,0,-25271600.00,0,-60397106.96,0,0,-58890454.68,-50823075.69,-100.00,1605600.00,17000.00,-1700.00,0,
投资损失,0,-14090703.38,0,-20573521.50,0,-9630200.00,0,-22705827.17,0,0,-9363076.15,-1196377.67,0,0,0,0,0,
递延所得税资产减少,0,-12569490.20,0,-1146757.13,0,1156000.00,0,575606.66,0,0,-8566204.59,-422870.54,319400.00,-809900.00,79400.00,167700.00,0,
递延所得税负债增加,0,-4291458.86,0,-22162274.25,0,-19486200.00,0,-7395635.66,0,0,-5558879.92,-977399.94,-95600.00,-192600.00,552800.00,-123700.00,0,
存货的减少,0,-49425990.79,0,-27868708.56,0,-11531800.00,0,-23186441.07,0,0,-47264615.74,9726060.96,1028000.00,-14831300.00,-14229100.00,-538100.00,0,
经营性应收项目的减少,0,84402151.17,0,-16662968.89,0,-15120100.00,0,-74636834.60,0,0,-31689809.14,-72452970.11,-4439300.00,-6825800.00,-3906600.00,4101700.00,0,
经营性应付项目的增加,0,15945462.33,0,10319973.02,0,-45956100.00,0,36144874.98,0,0,32339061.09,25155417.23,-4760100.00,19280600.00,10947200.00,11387200.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,40571127.56,0,348910880.12,0,131910800.00,0,391287205.34,0,0,351262710.63,262610923.77,55854000.00,92264200.00,61139600.00,54151800.00,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,901974024.56,0,944505974.70,0,0,0,335625539.75,0,0,821888651.92,725255006.38,0,0,0,0,0,
现金的期初余额,0,944505974.70,0,335625539.75,0,0,0,821888651.92,0,0,725255006.38,2037786547.20,0,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,-42531950.14,0,608880434.95,0,0,0,-486263112.17,0,0,96633645.54,-1312531540.82,0,0,0,0,0,
