购建固定资产、无形资产和其他长期资产所支付的现金,162048565.33,112259691.04,0,151609800.00,93037242.71,58545097.27,14268869.62,121323100.00,86541264.42,82904800.00,74471226.51,9001055.56,21353426.09,53700601.87,22747043.81,135640097.27,99614347.64,79807152.50,0,22440975.32,22108425.35,2692954.11,0,
投资所支付的现金,925000000.00,0,0,448000000.00,308000000.00,0,33000000.00,259000000.00,165000000.00,0,50057757.29,137000000.00,0,0,0,0,0,0,0,1760000.00,350000.00,0,0,
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付的其他与投资活动有关的现金,0.00,48394900.00,0,0,0,145000000.00,0,1000000.00,1000000.00,6262900.00,37299261.30,30536205.88,0,0,0,0,0,0,0,0,0,0,0,
投资活动现金流出小计,1087048565.33,160654591.04,0,599609800.00,401037242.71,203545097.27,47268869.62,381323100.00,252541264.42,89167700.00,161828245.10,176537261.44,21353426.09,53700601.87,22747043.81,135640097.27,99614347.64,79807152.50,0,24200975.32,22458425.35,2692954.11,0,
投资活动产生的现金流量净额,-380569030.54,-110564850.77,-40560000.00,-151081200.00,-63612770.55,-18948766.19,-14234847.70,-121875600.00,-69613609.63,-70354700.00,-5795560.68,-6579595.50,-11419230.99,-53142601.87,-22747043.81,-135157583.27,-99614347.64,-79807152.50,-44000000.00,-22367072.26,-22100914.71,-2692954.11,0,
吸收投资收到的现金,1803177020.23,0,0,0,0,0,0,0,0,0,0,0,0,0,72000000.00,0,0,0,0,0,315000.00,677900.00,0,
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
取得借款收到的现金,289963500.00,237358400.00,0,300743100.00,239440075.00,142605500.00,79000000.00,218053800.00,178690611.00,285374000.00,256598909.88,130827240.00,25000000.00,91000000.00,0,194514204.72,126514204.72,117657824.72,0,110869671.51,129878357.68,67480391.89,0,
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
收到其他与筹资活动有关的现金,0,0,0,77700.00,0,25637575.00,0,0,0,10700000.00,0,0,0,-152784.20,563123.29,0,61169337.65,61057274.29,0,0,0,0,0,
筹资活动现金流入小计,2093140520.23,237358400.00,0,300820800.00,239440075.00,168243075.00,79000000.00,218053800.00,178690611.00,296074000.00,256598909.88,130827240.00,25000000.00,90847215.80,72563123.29,194514204.72,187683542.37,178715099.01,0,110869671.51,130193357.68,68158291.89,0,
偿还债务支付的现金,448683856.09,133361382.46,0,255551400.00,164881810.00,112583610.00,71576526.37,308419000.00,226566912.61,222613900.00,161332966.76,131281720.00,1700000.00,67788654.74,64432554.25,73642188.00,49059586.81,40181368.00,0,135371165.16,107288585.41,62349890.00,0,
分配股利、利润或偿付利息所支付的现金,8321385.54,6749046.12,0,27579500.00,6629270.38,4404359.79,2291271.16,10638600.00,8470591.89,36808200.00,81479502.79,6453245.08,45562870.86,2562870.86,0,5932044.74,313285.00,313285.00,0,10145669.22,36375606.43,34987633.21,0,
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
支付其他与筹资活动有关的现金,17246519.90,0.00,0,0,56457954.22,46221090.00,0,143000.00,143038.36,10700000.00,0,0,0,0,12951818.91,0,12498053.65,12191358.37,0,0,0,0,0,
筹资活动现金流出小计,474251761.53,140110428.58,0,283130900.00,227969034.60,163209059.79,73867797.53,319200600.00,235180542.86,270122200.00,242812469.55,137734965.08,47262870.86,70351525.60,77384373.16,79574232.74,61870925.46,52686011.37,0,145516834.38,143664191.84,97337523.21,0,
筹资活动产生的现金流量净额,1618888758.70,97247971.42,24905000.00,17689900.00,11471040.40,5034015.21,5132202.47,-101146800.00,-56489931.86,25951800.00,13786440.33,-6907725.08,-22262870.86,20495690.20,-4821249.87,114939971.98,125812616.91,126029087.64,0,-34647162.87,-13470834.16,-29179231.32,0,
四、汇率变动对现金及现金等价物的影响,1880550.83,875259.53,-224400.00,-30800.00,-225297.28,-658694.16,-936388.31,3845800.00,3812085.02,-4282200.00,2012849.66,2961454.65,0,0,0,-764638.38,0,0,0,-207288.66,-876977.08,-1045780.79,0,
五、现金及现金等价物净增加额,1254571323.63,5210499.23,-4754400.00,-10310300.00,20903657.13,13627757.24,19344457.45,-14839800.00,-5988094.57,33864900.00,-5741613.11,21141190.37,-28652491.22,-24431625.27,-1103145.72,54638701.00,25545170.39,30109972.67,0,-13120326.99,6487859.41,6847020.20,0,
加:期初现金及现金等价物余额,51817057.75,51817057.75,0,62127400.00,62127360.68,62127360.68,62127360.68,76967100.00,76967114.97,43102300.00,48843865.16,27702674.79,87956998.38,74970957.52,74970957.52,20332256.52,30873780.74,30873780.74,0,33452583.51,48618568.57,40912930.82,0,
六、期末现金及现金等价物余额,1306388381.38,57027556.98,0,51817100.00,83031017.81,75755117.92,81471818.13,62127400.00,70979020.40,76967100.00,43102252.05,48843865.16,59304507.16,50539332.25,73867811.80,74970957.52,56418951.13,60983753.41,0,20332256.52,55106427.98,47759951.02,0,
净利润,0,0,0,151123800.00,0,0,0,112175600.00,91512700.00,83008400.00,73313600.00,23336000.00,0,0,0,20000450.41,0,0,0,11851455.96,22834051.24,66861485.81,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,0,0,4560400.00,0,0,0,2328400.00,2865300.00,4446000.00,-3788600.00,6980000.00,0,0,0,4542707.42,0,0,0,2214804.07,665862.42,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,0,0,29075400.00,0,0,0,26297500.00,19524200.00,22212300.00,17803700.00,19928700.00,0,0,0,12217084.17,0,0,0,11642116.42,11604356.77,10333267.47,0,
无形资产摊销,0,0,0,1555000.00,0,0,0,1435000.00,1059800.00,957300.00,891400.00,687800.00,0,0,0,673558.99,0,0,0,686863.49,609554.25,0,0,
长期待摊费用摊销,0,0,0,75100.00,0,0,0,48700.00,48700.00,65000.00,65000.00,65000.00,0,0,0,0,0,0,0,0,0,0,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9048.10,18928.90,0,
固定资产报废损失,0,0,0,685200.00,0,0,0,33400.00,35500.00,453700.00,34300.00,2900.00,0,0,0,0,0,0,0,-8648.01,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,-26300.00,-32700.00,0,0,0,60444.88,0,0,0,127172.63,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,0,0,8576100.00,0,0,0,6817200.00,4513600.00,18007200.00,3447000.00,536000.00,0,0,0,4858978.41,0,0,0,4490010.79,6690888.78,9041407.70,0,
投资损失,0,0,0,-520800.00,0,0,0,-445100.00,-308100.00,0,24700.00,154600.00,0,0,0,-82514.00,0,0,0,-250492.80,-340010.64,-1243877.68,0,
递延所得税资产减少,0,0,0,-3120000.00,0,0,0,-6299500.00,-4184600.00,-3178700.00,2468000.00,1794600.00,0,0,0,-1529935.83,0,0,0,-423152.69,0,0,0,
递延所得税负债增加,0,0,0,224400.00,0,0,0,1549300.00,0,0,0,0,0,0,0,-1824.81,0,0,0,-31035.12,0,0,0,
存货的减少,0,0,0,-67352700.00,0,0,0,19694100.00,-11218500.00,-23886800.00,-42339700.00,32274800.00,0,0,0,-54630382.25,0,0,0,-32530402.75,23345840.97,7532849.05,0,
经营性应收项目的减少,0,0,0,-61740500.00,0,0,0,-180282600.00,-233512600.00,-445474600.00,-47118400.00,-59472000.00,0,0,0,-63410428.87,0,0,0,-2947159.98,103332024.34,-69344860.71,0,
经营性应付项目的增加,0,0,0,59639100.00,0,0,0,217433300.00,245967100.00,390186000.00,-20519900.00,5411400.00,0,0,0,138922812.15,0,0,0,49279664.79,-125796934.67,16565785.88,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,0,0,331400.00,0,0,0,3551400.00,0,35754200.00,0,0,0,0,0,14000000.00,0,0,0,0,0,0,0,
经营活动产生现金流量净额,0,0,0,123111700.00,0,0,0,204336800.00,116303400.00,82549900.00,-15745300.00,31667100.00,0,0,0,75620950.67,0,0,0,44101196.80,42936585.36,39764986.42,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74970957.52,56418951.13,60983753.41,0,20332256.52,55106427.98,47759951.02,0,
现金的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20332256.52,30873780.74,30873780.74,0,33452583.51,48618568.57,40912930.82,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54638701.00,25545170.39,30109972.67,0,-13120326.99,6487859.41,6847020.20,0,
