筹资活动现金流出小计,157747052.48,17716102.74,7581514.59,12297172.12,12209241.01,12120307.67,10135393.75,83960428.94,15241520.00,85666764.57,2100100.00,41281477.77,17500000.00,26305736.52,10500000.00,3794002.53,0,
筹资活动产生的现金流量净额,299181645.68,432131097.26,-7581514.59,12400336.44,9784542.15,9383327.41,4054161.99,1385997.14,52628082.80,-80577982.80,-2100100.00,-41281477.77,-17500000.00,-23305736.52,-10500000.00,-3794002.53,0,
四、汇率变动对现金及现金等价物的影响,-39092.69,40374.42,40969.52,-45360.27,-94476.23,17500.06,-1305305.66,155576.65,25394.56,-3085536.65,667800.72,83505.88,44915.49,-57205.42,-1732.04,0,0,
五、现金及现金等价物净增加额,45382820.06,266765765.61,-47400164.51,72621567.83,-50911170.11,30379038.83,-51008273.74,9726697.69,4543053.70,-44008097.18,35555196.86,29056912.91,794661.46,13916318.91,13684564.99,21533135.40,0,
加:期初现金及现金等价物余额,188410320.35,188410320.35,188410320.35,115788752.52,130507925.68,115788752.52,115788752.52,106062054.83,106062054.83,150070152.01,114514955.15,85458042.24,86025919.81,72109600.90,58425035.91,36891900.51,0,
六、期末现金及现金等价物余额,233793140.41,455176085.96,141010155.84,188410320.35,79596755.57,146167791.35,64780478.78,115788752.52,110605108.53,106062054.83,150070152.01,114514955.15,86820581.27,86025919.81,72109600.90,58425035.91,0,
净利润,0,98899350.15,0,113281051.30,0,49173480.55,0,96327400.00,60438700.00,93496600.00,80639500.00,71534500.00,43216000.00,61782400.00,52215000.00,48146400.00,0,
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值准备,0,2707606.69,0,0,0,1514265.26,0,1352300.00,1528700.00,1632300.00,1858700.00,2093000.00,1535700.00,941800.00,829400.00,328800.00,0,
固定资产折旧、油气资产折耗、生产性物资折旧,0,4427958.31,0,4651594.85,0,2155940.12,0,4116700.00,2018500.00,3755300.00,3159000.00,2726900.00,1104000.00,2031900.00,1338200.00,874200.00,0,
无形资产摊销,0,1137999.21,0,2124264.20,0,1062529.05,0,1643000.00,762700.00,1675000.00,753000.00,561800.00,216100.00,369900.00,273300.00,211100.00,0,
长期待摊费用摊销,0,397245.88,0,1669379.20,0,1122927.81,0,2832200.00,1417000.00,2135900.00,1977400.00,1475400.00,393800.00,632700.00,1087600.00,371600.00,0,
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
处置固定资产、无形资产和其他长期资产的损失,0,-42033.51,0,-10771368.83,0,28390.73,0,39400.00,18400.00,67900.00,58900.00,22000.00,27900.00,12500.00,30400.00,19800.00,0,
固定资产报废损失,0,9866.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用,0,682361.24,0,700344.06,0,272828.22,0,-1810700.00,-1360000.00,-4507500.00,-2341400.00,-1843800.00,0,0,0,0,0,
投资损失,0,-1081916.91,0,-3476070.00,0,-1527977.01,0,73300.00,12200.00,-47300.00,591600.00,941700.00,0,0,0,0,0,
递延所得税资产减少,0,-407956.79,0,-654685.33,0,-366049.76,0,386000.00,18700.00,-331600.00,-364800.00,-251900.00,-239900.00,-667200.00,-110400.00,-1068400.00,0,
递延所得税负债增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
存货的减少,0,-73364307.42,0,-20837813.94,0,-14652176.78,0,-9901100.00,-30383500.00,-32403800.00,-15058400.00,-4189900.00,-4277400.00,-14784000.00,4742200.00,-14496500.00,0,
经营性应收项目的减少,0,-54380610.74,0,-65036781.28,0,-34930126.91,0,-20418400.00,-23786900.00,-43145900.00,-23376600.00,-10437700.00,-34754400.00,-15515500.00,-21963700.00,-5124900.00,0,
经营性应付项目的增加,0,42495991.93,0,23147392.91,0,31865636.80,0,-26340100.00,-22496300.00,42381700.00,30005200.00,17289900.00,22225300.00,7549700.00,9980500.00,-2396400.00,0,
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他,0,8424213.46,0,25428426.92,0,12714213.46,0,0,0,0,0,0,1609700.00,-1054200.00,1424500.00,2096400.00,0,
经营活动产生现金流量净额,0,29905768.48,0,72710575.78,0,48433881.54,0,48300100.00,-11811600.00,64708500.00,77902200.00,79922000.00,31056800.00,41299800.00,49847200.00,28962200.00,0,
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金的期末余额,0,455176085.96,0,188410320.35,0,146167791.35,0,0,0,0,0,0,0,0,0,0,0,
现金的期初余额,0,188410320.35,0,115788752.52,0,115788752.52,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
现金及现金等价物的净增加额,0,266765765.61,0,72621567.83,0,30379038.83,0,0,0,0,0,0,0,0,0,0,0,
